Material Repair Log - 2026-02-22 01:36:17.380796
============================================================

3DKitbashing/cameras_and_sensors_01_assets.blend: found=5, marked=0, skipped=5

kpacks/NV-KBK00-Baseforms/rib_003_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/Plating/FloorL01_assets.blend"

kpacks/Plating/FloorL01_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/Plating/FloorL02_assets.blend"

kpacks/Plating/FloorL02_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/Plating/FloorL02A_assets.blend"

kpacks/Plating/FloorL02A_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/Plating/FloorL03_assets.blend"

kpacks/Plating/FloorL03_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/Plating/FloorL04_assets.blend"

kpacks/Plating/FloorL04_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/Plating/PBlockPanl01_assets.blend"

kpacks/Plating/PBlockPanl01_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/Plating/PBlockPanl02_assets.blend"

kpacks/Plating/PBlockPanl02_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/Plating/PBlockPanl03_assets.blend"

kpacks/Plating/PBlockPanl03_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/Plating/PBlockPanl04_assets.blend"

kpacks/Plating/PBlockPanl04_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/Plating/PBlockPanl05_assets.blend"

kpacks/Plating/PBlockPanl05_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/Plating/PBlockPanl06_assets.blend"

kpacks/Plating/PBlockPanl06_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/Plating/PBlockPanl07_assets.blend"

kpacks/Plating/PBlockPanl07_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/Plating/PBlockPanl08_assets.blend"

kpacks/Plating/PBlockPanl08_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/Plating/Plating01_assets.blend"

kpacks/Plating/Plating01_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/Plating/Plating02_assets.blend"

kpacks/Plating/Plating02_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/Plating/Plating03_assets.blend"

kpacks/Plating/Plating03_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/Plating/Plating04_assets.blend"

kpacks/Plating/Plating04_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/Plating/Plating05_assets.blend"

kpacks/Plating/Plating05_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/Plating/Plating06_assets.blend"

kpacks/Plating/Plating06_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/Plating/Plating07_assets.blend"

kpacks/Plating/Plating07_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/Plating/Plating08_assets.blend"

kpacks/Plating/Plating08_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/Plating/Plating09_assets.blend"

kpacks/Plating/Plating09_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/Plating/Plating10_assets.blend"

kpacks/Plating/Plating10_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/Plating/Plating11_assets.blend"

kpacks/Plating/Plating11_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/Plating/Plating12_assets.blend"

kpacks/Plating/Plating12_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/Plating/Plating13_assets.blend"

kpacks/Plating/Plating13_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/Plating/Plating14_assets.blend"

kpacks/Plating/Plating14_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/Plating/Plating15_assets.blend"

kpacks/Plating/Plating15_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/Plating/Plating16_assets.blend"

kpacks/Plating/Plating16_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/Plating/Plating17_assets.blend"

kpacks/Plating/Plating17_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/Plating/RPanel01_assets.blend"

kpacks/Plating/RPanel01_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/Plating/RPanel02_assets.blend"

kpacks/Plating/RPanel02_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/Plating/RPanel03_assets.blend"

kpacks/Plating/RPanel03_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/Plating/RPanel03B_assets.blend"

kpacks/Plating/RPanel03B_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/Plating/RPanel03C_assets.blend"

kpacks/Plating/RPanel03C_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/Plating/RPanel04_assets.blend"

kpacks/Plating/RPanel04_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/Plating/RPanel04B_assets.blend"

kpacks/Plating/RPanel04B_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/Plating/RPanel04C_assets.blend"

kpacks/Plating/RPanel04C_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/Plating/RPanel04D_assets.blend"

kpacks/Plating/RPanel04D_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/Plating/TrimSheet_assets.blend"

kpacks/Plating/TrimSheet_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/sc_FINGERPRINTS AND SMUDGES/FINGERS 1_2K_assets.blend"

kpacks/sc_FINGERPRINTS AND SMUDGES/FINGERS 1_2K_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/sc_FINGERPRINTS AND SMUDGES/FINGERS 2_2K_assets.blend"

kpacks/sc_FINGERPRINTS AND SMUDGES/FINGERS 2_2K_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/sc_FINGERPRINTS AND SMUDGES/FINGERS 3_2K_assets.blend"

kpacks/sc_FINGERPRINTS AND SMUDGES/FINGERS 3_2K_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/sc_FINGERPRINTS AND SMUDGES/FINGERS 4_2K_assets.blend"

kpacks/sc_FINGERPRINTS AND SMUDGES/FINGERS 4_2K_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/sc_FINGERPRINTS AND SMUDGES/FINGERS 5_2K_assets.blend"

kpacks/sc_FINGERPRINTS AND SMUDGES/FINGERS 5_2K_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/sc_FINGERPRINTS AND SMUDGES/HANDS_SMUDGES 10_2K_assets.blend"

kpacks/sc_FINGERPRINTS AND SMUDGES/HANDS_SMUDGES 10_2K_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/sc_FINGERPRINTS AND SMUDGES/HANDS_SMUDGES 11_2K_assets.blend"

kpacks/sc_FINGERPRINTS AND SMUDGES/HANDS_SMUDGES 11_2K_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/sc_FINGERPRINTS AND SMUDGES/HANDS_SMUDGES 1_2K_assets.blend"

kpacks/sc_FINGERPRINTS AND SMUDGES/HANDS_SMUDGES 1_2K_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/sc_FINGERPRINTS AND SMUDGES/HANDS_SMUDGES 2_2K_assets.blend"

kpacks/sc_FINGERPRINTS AND SMUDGES/HANDS_SMUDGES 2_2K_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/sc_FINGERPRINTS AND SMUDGES/HANDS_SMUDGES 3_2K_assets.blend"

kpacks/sc_FINGERPRINTS AND SMUDGES/HANDS_SMUDGES 3_2K_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/sc_FINGERPRINTS AND SMUDGES/HANDS_SMUDGES 4_2K_assets.blend"

kpacks/sc_FINGERPRINTS AND SMUDGES/HANDS_SMUDGES 4_2K_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/sc_FINGERPRINTS AND SMUDGES/HANDS_SMUDGES 5_2K_assets.blend"

kpacks/sc_FINGERPRINTS AND SMUDGES/HANDS_SMUDGES 5_2K_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/sc_FINGERPRINTS AND SMUDGES/HANDS_SMUDGES 6_2K_assets.blend"

kpacks/sc_FINGERPRINTS AND SMUDGES/HANDS_SMUDGES 6_2K_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/sc_FINGERPRINTS AND SMUDGES/HANDS_SMUDGES 7_2K_assets.blend"

kpacks/sc_FINGERPRINTS AND SMUDGES/HANDS_SMUDGES 7_2K_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/sc_FINGERPRINTS AND SMUDGES/HANDS_SMUDGES 8_2K_assets.blend"

kpacks/sc_FINGERPRINTS AND SMUDGES/HANDS_SMUDGES 8_2K_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/sc_FINGERPRINTS AND SMUDGES/HANDS_SMUDGES 9_2K_assets.blend"

kpacks/sc_FINGERPRINTS AND SMUDGES/HANDS_SMUDGES 9_2K_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/sc_FINGERPRINTS AND SMUDGES/TIPS 1_2K_assets.blend"

kpacks/sc_FINGERPRINTS AND SMUDGES/TIPS 1_2K_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/sc_FINGERPRINTS AND SMUDGES/TIPS 2_2K_assets.blend"

kpacks/sc_FINGERPRINTS AND SMUDGES/TIPS 2_2K_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/sc_FINGERPRINTS AND SMUDGES/TIPS 3_2K_assets.blend"

kpacks/sc_FINGERPRINTS AND SMUDGES/TIPS 3_2K_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/sc_FINGERPRINTS AND SMUDGES/TIPS 4_2K_assets.blend"

kpacks/sc_FINGERPRINTS AND SMUDGES/TIPS 4_2K_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/sc_FINGERPRINTS AND SMUDGES/TIPS 5_2K_assets.blend"

kpacks/sc_FINGERPRINTS AND SMUDGES/TIPS 5_2K_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/sc_FINGERPRINTS AND SMUDGES/TIPS 6_2K_assets.blend"

kpacks/sc_FINGERPRINTS AND SMUDGES/TIPS 6_2K_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/sc_FINGERPRINTS AND SMUDGES/TIPS 7_2K_assets.blend"

kpacks/sc_FINGERPRINTS AND SMUDGES/TIPS 7_2K_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/sc_FINGERPRINTS AND SMUDGES/TIPS 8_2K_assets.blend"

kpacks/sc_FINGERPRINTS AND SMUDGES/TIPS 8_2K_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/sc_FINGERPRINTS AND SMUDGES/TIPS 9_2K_assets.blend"

kpacks/sc_FINGERPRINTS AND SMUDGES/TIPS 9_2K_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SPOCK_KPACK-v1/corridor-cutter_assets.blend"

kpacks/SPOCK_KPACK-v1/corridor-cutter_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SPOCK_KPACK-v1/cw-gen-material_assets.blend"

kpacks/SPOCK_KPACK-v1/cw-gen-material_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SPOCK_KPACK-v1/cw-spock-multi_assets.blend"

kpacks/SPOCK_KPACK-v1/cw-spock-multi_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SPOCK_KPACK-v1/cw-spock-wear-LG_assets.blend"

kpacks/SPOCK_KPACK-v1/cw-spock-wear-LG_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SPOCK_KPACK-v1/cw-spock-wear-SM_assets.blend"

kpacks/SPOCK_KPACK-v1/cw-spock-wear-SM_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SPOCK_KPACK-v1/Display01_assets.blend"

kpacks/SPOCK_KPACK-v1/Display01_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SPOCK_KPACK-v1/Display02_assets.blend"

kpacks/SPOCK_KPACK-v1/Display02_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SPOCK_KPACK-v1/Display03_assets.blend"

kpacks/SPOCK_KPACK-v1/Display03_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SPOCK_KPACK-v1/Display04_assets.blend"

kpacks/SPOCK_KPACK-v1/Display04_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SPOCK_KPACK-v1/Display05_assets.blend"

kpacks/SPOCK_KPACK-v1/Display05_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SPOCK_KPACK-v1/SPOCK logo_assets.blend"

kpacks/SPOCK_KPACK-v1/SPOCK logo_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SPOCK_KPACK-v1/Switch-Bank-01_assets.blend"

kpacks/SPOCK_KPACK-v1/Switch-Bank-01_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SPOCK_KPACK-v1/switch-bank-02_assets.blend"

kpacks/SPOCK_KPACK-v1/switch-bank-02_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SPOCK_KPACK-v1/Switch-Bank-03_assets.blend"

kpacks/SPOCK_KPACK-v1/Switch-Bank-03_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SPOCK_KPACK-v1/Switch-Bank-04_assets.blend"

kpacks/SPOCK_KPACK-v1/Switch-Bank-04_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SPOCK_KPACK-v1/switch-bank-05_assets.blend"

kpacks/SPOCK_KPACK-v1/switch-bank-05_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SS-BOT LVL GREEBLES/greeble_btm01_assets.blend"

kpacks/SS-BOT LVL GREEBLES/greeble_btm01_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SS-BOT LVL GREEBLES/greeble_btm02_assets.blend"

kpacks/SS-BOT LVL GREEBLES/greeble_btm02_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SS-BOT LVL GREEBLES/greeble_btm03_assets.blend"

kpacks/SS-BOT LVL GREEBLES/greeble_btm03_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SS-BOT LVL GREEBLES/greeble_btm04_assets.blend"

kpacks/SS-BOT LVL GREEBLES/greeble_btm04_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SS-BOT LVL GREEBLES/greeble_btm05_assets.blend"

kpacks/SS-BOT LVL GREEBLES/greeble_btm05_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SS-BOT LVL GREEBLES/greeble_btm06_assets.blend"

kpacks/SS-BOT LVL GREEBLES/greeble_btm06_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SS-BOT LVL GREEBLES/greeble_btm07_assets.blend"

kpacks/SS-BOT LVL GREEBLES/greeble_btm07_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SS-BOT LVL GREEBLES/greeble_btm08_assets.blend"

kpacks/SS-BOT LVL GREEBLES/greeble_btm08_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SS-BOT LVL GREEBLES/greeble_btm09_assets.blend"

kpacks/SS-BOT LVL GREEBLES/greeble_btm09_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SS-BOT LVL GREEBLES/greeble_btm10_assets.blend"

kpacks/SS-BOT LVL GREEBLES/greeble_btm10_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SS-BOT LVL GREEBLES/greeble_btm11_assets.blend"

kpacks/SS-BOT LVL GREEBLES/greeble_btm11_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SS-BOT LVL GREEBLES/greeble_btm12_assets.blend"

kpacks/SS-BOT LVL GREEBLES/greeble_btm12_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SS-BOT LVL GREEBLES/greeble_btm13_assets.blend"

kpacks/SS-BOT LVL GREEBLES/greeble_btm13_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SS-BOT LVL GREEBLES/greeble_btm14_assets.blend"

kpacks/SS-BOT LVL GREEBLES/greeble_btm14_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SS-BOT LVL GREEBLES/greeble_btm15_assets.blend"

kpacks/SS-BOT LVL GREEBLES/greeble_btm15_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SS-BOT LVL GREEBLES/greeble_btm16_assets.blend"

kpacks/SS-BOT LVL GREEBLES/greeble_btm16_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SS-BOT LVL GREEBLES/greeble_btm17_assets.blend"

kpacks/SS-BOT LVL GREEBLES/greeble_btm17_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SS-BOT LVL GREEBLES/greeble_btm18_assets.blend"

kpacks/SS-BOT LVL GREEBLES/greeble_btm18_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SS-BOT LVL GREEBLES/greeble_btm19_assets.blend"

kpacks/SS-BOT LVL GREEBLES/greeble_btm19_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SS-BOT LVL GREEBLES/greeble_btm20_assets.blend"

kpacks/SS-BOT LVL GREEBLES/greeble_btm20_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SS-BOT LVL GREEBLES/greeble_btm21_assets.blend"

kpacks/SS-BOT LVL GREEBLES/greeble_btm21_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SS-BOT LVL GREEBLES/greeble_btm22_assets.blend"

kpacks/SS-BOT LVL GREEBLES/greeble_btm22_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SS-BOT LVL GREEBLES/greeble_btm23_assets.blend"

kpacks/SS-BOT LVL GREEBLES/greeble_btm23_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SS-BOT LVL GREEBLES/greeble_btm24_assets.blend"

kpacks/SS-BOT LVL GREEBLES/greeble_btm24_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SS-BOT LVL GREEBLES/greeble_btm25_assets.blend"

kpacks/SS-BOT LVL GREEBLES/greeble_btm25_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SS-BOT LVL GREEBLES/greeble_btm26_assets.blend"

kpacks/SS-BOT LVL GREEBLES/greeble_btm26_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SS-BOT LVL GREEBLES/greeble_btm27_assets.blend"

kpacks/SS-BOT LVL GREEBLES/greeble_btm27_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SS-CHARACTERS/2K-Sam-crouch_assets.blend"

kpacks/SS-CHARACTERS/2K-Sam-crouch_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SS-CHARACTERS/2K-Sam-standing_assets.blend"

kpacks/SS-CHARACTERS/2K-Sam-standing_assets.blend: found=0, marked=0, skipped=0
